147244737	147244759
147280551	147280573
147184457	147184479
147269796	147269818
147240409	147240431
147207357	147207379
147310790	147310812
147268847	147268869
147281190	147281212
147211118	147211139
147203174	147203196
147247127	147247149
147273286	147273308
147283677	147283699
147222821	147222843
147207351	147207373
147196805	147196827
147200490	147200512
147273432	147273454
147201188	147201210
147302442	147302464
147295917	147295939
147221674	147221696
147315809	147315831
147313968	147313990
147284344	147284366
147235910	147235932
147214799	147214821
147290961	147290983
147295585	147295607
147311402	147311424
147195248	147195270
147268108	147268129
147208856	147208878
147214447	147214469
147219490	147219512
147269357	147269379
147233070	147233092
147187981	147188003
147235296	147235318
147261706	147261728
147283742	147283764
147330594	147330616
147309618	147309640
147319140	147319161
147231578	147231600
147243004	147243026
147234971	147234993
147299794	147299816
147322811	147322832
147235291	147235313
147195775	147195797
147233528	147233550
147267333	147267354
147224431	147224453
147237394	147237415
147209703	147209725
147321713	147321735
147336425	147336447
147309137	147309159
147327250	147327272
147192878	147192900
147254518	147254540
147308724	147308746
147288812	147288834
147275094	147275116
147306022	147306043
147293247	147293269
147233392	147233414
147235445	147235466
147303107	147303129
147259424	147259446
147332474	147332496
147194544	147194566
147290721	147290743
147317803	147317824
147218263	147218285
147301093	147301115
147242843	147242865
147225151	147225173
147210594	147210616
147234834	147234856
147340563	147340585
147194435	147194457
147247917	147247939
147215195	147215217
147272821	147272843
147297597	147297618
147237385	147237406
147206132	147206154
147258713	147258734
147224220	147224242
147288462	147288484
147254469	147254491
147192773	147192794
147339914	147339936
147247347	147247369
147270614	147270636
147259145	147259167
147233727	147233749
147294692	147294714
147227391	147227413
147218933	147218954
147188380	147188402
147310342	147310364
147265519	147265540
147300640	147300662
147200746	147200768
147218894	147218916
147290250	147290272
147244082	147244103
147321813	147321835
147245527	147245549
147186579	147186601
147318613	147318635
147304116	147304138
147279412	147279434
147225979	147226000
147338075	147338097
147336569	147336591
147218809	147218831
147279782	147279804
147188105	147188127
147275336	147275358
147267737	147267758
147197342	147197364
147329283	147329305
147317826	147317848
147255041	147255063
147273522	147273544
147219805	147219827
147304628	147304649
147260829	147260851
147276069	147276091
147336623	147336645
147195630	147195652
147190068	147190090
147245143	147245165
147316395	147316417
147329240	147329262
147219025	147219047
147255541	147255563
147254450	147254472
147215527	147215549
147268838	147268859
147224788	147224810
147265795	147265817
147193135	147193157
147210215	147210236
147302081	147302103
147191180	147191202
147246794	147246816
147296366	147296388
147334269	147334291
147229722	147229744
147185528	147185550
147289110	147289132
147307983	147308005
147214890	147214911
147326774	147326796
147305548	147305570
147221383	147221405
147250332	147250354
147330970	147330992
147305763	147305784
147317904	147317926
147215383	147215405
147316974	147316996
147299998	147300020
147318014	147318036
147273454	147273476
147326138	147326160
147238846	147238868
147230731	147230753
147229789	147229811
147336290	147336312
147278092	147278114
147243647	147243669
147313891	147313913
147275632	147275654
147317573	147317595
147265547	147265569
147189867	147189889
147245482	147245504
147213252	147213274
147330734	147330756
147283738	147283760
147283083	147283104
147232293	147232315
147237713	147237735
147286526	147286548
147246789	147246811
147216846	147216867
147279601	147279623
147307700	147307722
147234856	147234878
147266370	147266392
147262550	147262572
147301227	147301249
147334342	147334364
147340998	147341019
147269257	147269278
147239294	147239316
147215358	147215380
147270575	147270597
147309551	147309573
147288894	147288916
147304553	147304574
147218790	147218812
147197983	147198005
147258619	147258640
147190806	147190828
147287261	147287283
147307491	147307512
147209228	147209250
147310365	147310386
147212280	147212302
147191234	147191255
147308637	147308659
147327193	147327215
147306402	147306424
147242763	147242785
147284559	147284581
147234581	147234603
147329130	147329152
147329301	147329323
147278743	147278765
147254457	147254479
147208454	147208476
147251599	147251621
147223443	147223465
147252491	147252513
147306184	147306206
147233764	147233786
147310218	147310240
147270877	147270899
147191116	147191138
147190572	147190594
147314071	147314092
147190455	147190476
147249447	147249469
147290242	147290264
147312225	147312246
147256188	147256210
147229163	147229185
147231203	147231225
147221418	147221440
147283459	147283481
147234701	147234723
147185652	147185674
147264745	147264767
147226757	147226779
147314589	147314611
147280700	147280721
147203336	147203358
147261127	147261149
147184288	147184310
147309097	147309119
147299158	147299180
147222247	147222269
147323142	147323164
147293181	147293203
147299025	147299047
147207129	147207151
147330615	147330637
